entity1,relationship,entity2
Product_1749,sold_by,Seller_495
Product_79,complements,Product_1573
Product_1731,belongs_to_category,Sports
Product_1019,bought_by,Customer_245
Product_1794,sold_by,Seller_149
Product_907,complements,Product_196
Product_312,complements,Product_1592
Product_1419,bought_by,Customer_1520
Product_1343,belongs_to_category,Sports
Product_1458,belongs_to_category,Grocery
Product_1538,reviewed_by,Customer_1893
Product_1889,belongs_to_category,Home
Product_1832,bought_by,Customer_640
Product_1284,similar_to,Product_459
Product_1047,belongs_to_category,Books
Product_447,bought_by,Customer_1413
Product_1443,reviewed_by,Customer_722
Product_327,similar_to,Product_1177
Product_368,belongs_to_category,Sports
Product_20,sold_by,Seller_467
Product_335,sold_by,Seller_476
Product_376,belongs_to_category,Electronics
Product_1932,bought_by,Customer_97
Product_115,similar_to,Product_539
Product_1130,sold_by,Seller_14
Product_1964,bought_by,Customer_399
Product_1172,reviewed_by,Customer_1773
Product_498,bought_by,Customer_780
Product_334,reviewed_by,Customer_394
Product_1867,complements,Product_587
Product_619,bought_by,Customer_1411
Product_398,similar_to,Product_1651
Product_39,bought_by,Customer_1755
Product_1122,reviewed_by,Customer_621
Product_958,similar_to,Product_343
Product_1592,belongs_to_category,Fashion
Product_1622,complements,Product_315
Product_1151,bought_by,Customer_1939
Product_1352,sold_by,Seller_76
Product_158,similar_to,Product_311
Product_549,reviewed_by,Customer_555
Product_1968,similar_to,Product_255
Product_1950,sold_by,Seller_377
Product_1072,bought_by,Customer_1703
Product_1514,reviewed_by,Customer_226
Product_275,complements,Product_1407
Product_577,sold_by,Seller_99
Product_271,belongs_to_category,Sports
Product_1182,similar_to,Product_746
Product_716,similar_to,Product_1532
Product_1040,belongs_to_category,Sports
Product_1895,similar_to,Product_232
Product_857,bought_by,Customer_1020
Product_615,belongs_to_category,Home
Product_724,similar_to,Product_657
Product_1223,belongs_to_category,Electronics
Product_1342,similar_to,Product_1159
Product_982,complements,Product_168
Product_866,belongs_to_category,Electronics
Product_798,belongs_to_category,Home
Product_1787,sold_by,Seller_68
Product_559,similar_to,Product_691
Product_1043,similar_to,Product_1852
Product_994,bought_by,Customer_1021
Product_1670,similar_to,Product_961
Product_1889,complements,Product_1900
Product_1127,reviewed_by,Customer_1053
Product_1645,similar_to,Product_1556
Product_434,similar_to,Product_1156
Product_653,belongs_to_category,Fashion
Product_1265,bought_by,Customer_1316
Product_1075,reviewed_by,Customer_929
Product_1187,belongs_to_category,Home
Product_1316,reviewed_by,Customer_1435
Product_1300,reviewed_by,Customer_941
Product_903,similar_to,Product_42
Product_1782,similar_to,Product_893
Product_1557,similar_to,Product_917
Product_1972,complements,Product_378
Product_51,reviewed_by,Customer_1055
Product_1075,sold_by,Seller_106
Product_1126,reviewed_by,Customer_1398
Product_588,bought_by,Customer_930
Product_240,reviewed_by,Customer_166
Product_1811,sold_by,Seller_354
Product_1052,belongs_to_category,Sports
Product_1147,complements,Product_805
Product_484,complements,Product_1278
Product_397,complements,Product_1254
Product_368,reviewed_by,Customer_712
Product_91,reviewed_by,Customer_397
Product_113,reviewed_by,Customer_631
Product_50,sold_by,Seller_61
Product_225,complements,Product_495
Product_97,belongs_to_category,Electronics
Product_449,sold_by,Seller_184
Product_670,reviewed_by,Customer_1672
Product_581,similar_to,Product_1982
Product_1754,bought_by,Customer_1704
Product_1956,sold_by,Seller_230
Product_1173,bought_by,Customer_1663
Product_874,similar_to,Product_739
Product_1359,similar_to,Product_518
Product_235,similar_to,Product_1685
Product_511,sold_by,Seller_342
Product_831,sold_by,Seller_240
Product_1852,bought_by,Customer_825
Product_797,complements,Product_1825
Product_211,reviewed_by,Customer_611
Product_1584,bought_by,Customer_529
Product_1655,similar_to,Product_791
Product_551,bought_by,Customer_1736
Product_1099,bought_by,Customer_949
Product_1685,complements,Product_773
Product_1973,similar_to,Product_745
Product_49,sold_by,Seller_180
Product_1526,belongs_to_category,Grocery
Product_260,complements,Product_506
Product_760,complements,Product_1379
Product_291,similar_to,Product_915
Product_1080,similar_to,Product_554
Product_344,complements,Product_1600
Product_267,complements,Product_1704
Product_357,reviewed_by,Customer_1446
Product_777,sold_by,Seller_206
Product_1067,reviewed_by,Customer_209
Product_1738,reviewed_by,Customer_1138
Product_1690,belongs_to_category,Home
Product_1266,bought_by,Customer_1615
Product_1446,reviewed_by,Customer_1411
Product_797,sold_by,Seller_135
Product_214,reviewed_by,Customer_1990
Product_1361,belongs_to_category,Fashion
Product_665,reviewed_by,Customer_313
Product_473,reviewed_by,Customer_278
Product_117,sold_by,Seller_190
Product_1599,sold_by,Seller_442
Product_1268,sold_by,Seller_234
Product_432,reviewed_by,Customer_1711
Product_360,reviewed_by,Customer_26
Product_648,similar_to,Product_932
Product_1143,sold_by,Seller_486
Product_115,similar_to,Product_779
Product_945,reviewed_by,Customer_1315
Product_817,complements,Product_1456
Product_511,complements,Product_242
Product_429,sold_by,Seller_459
Product_267,bought_by,Customer_568
Product_259,bought_by,Customer_578
Product_1613,similar_to,Product_1950
Product_1649,reviewed_by,Customer_1082
Product_1292,sold_by,Seller_443
Product_760,belongs_to_category,Home
Product_1593,sold_by,Seller_342
Product_923,similar_to,Product_1742
Product_26,complements,Product_1881
Product_429,bought_by,Customer_1051
Product_1188,belongs_to_category,Sports
Product_261,bought_by,Customer_1713
Product_1712,similar_to,Product_1826
Product_408,bought_by,Customer_1546
Product_643,complements,Product_1996
Product_732,complements,Product_932
Product_1575,bought_by,Customer_1232
Product_979,similar_to,Product_831
Product_1578,reviewed_by,Customer_1703
Product_1074,similar_to,Product_582
Product_1309,similar_to,Product_935
Product_167,complements,Product_94
Product_68,reviewed_by,Customer_509
Product_1507,similar_to,Product_608
Product_112,bought_by,Customer_1566
Product_1201,bought_by,Customer_1107
Product_1248,reviewed_by,Customer_669
Product_1356,reviewed_by,Customer_1761
Product_849,complements,Product_1831
Product_1517,similar_to,Product_1534
Product_653,belongs_to_category,Fashion
Product_347,reviewed_by,Customer_852
Product_470,sold_by,Seller_156
Product_33,sold_by,Seller_182
Product_1198,belongs_to_category,Electronics
Product_1602,belongs_to_category,Electronics
Product_1447,belongs_to_category,Electronics
Product_1778,bought_by,Customer_968
Product_1235,similar_to,Product_434
Product_1524,complements,Product_1272
Product_433,reviewed_by,Customer_1629
Product_1668,reviewed_by,Customer_110
Product_399,similar_to,Product_1397
Product_1901,sold_by,Seller_132
Product_367,similar_to,Product_1849
Product_223,reviewed_by,Customer_1670
Product_1327,similar_to,Product_1934
Product_125,belongs_to_category,Grocery
Product_254,sold_by,Seller_283
Product_1117,belongs_to_category,Grocery
Product_620,sold_by,Seller_149
Product_1797,bought_by,Customer_1563
Product_630,similar_to,Product_1328
Product_1711,sold_by,Seller_201
Product_59,reviewed_by,Customer_1428
Product_1327,sold_by,Seller_319
Product_120,belongs_to_category,Beauty
Product_716,complements,Product_314
Product_77,similar_to,Product_140
Product_1915,complements,Product_1517
Product_1612,complements,Product_1522
Product_718,reviewed_by,Customer_195
Product_1801,sold_by,Seller_273
Product_1757,bought_by,Customer_1831
Product_1226,bought_by,Customer_754
Product_1187,reviewed_by,Customer_1086
Product_1073,belongs_to_category,Home
Product_1190,sold_by,Seller_40
Product_1767,sold_by,Seller_397
Product_1120,belongs_to_category,Electronics
Product_1511,belongs_to_category,Sports
Product_206,bought_by,Customer_266
Product_1021,similar_to,Product_1688
Product_266,bought_by,Customer_430
Product_1874,bought_by,Customer_598
Product_438,belongs_to_category,Home
Product_1749,reviewed_by,Customer_892
Product_1779,complements,Product_1900
Product_645,complements,Product_280
Product_646,complements,Product_655
Product_1477,belongs_to_category,Grocery
Product_1946,bought_by,Customer_1669
Product_1410,complements,Product_1492
Product_1167,similar_to,Product_1970
Product_1770,sold_by,Seller_149
Product_935,sold_by,Seller_169
Product_240,belongs_to_category,Beauty
Product_36,sold_by,Seller_154
Product_1427,bought_by,Customer_625
Product_1281,sold_by,Seller_376
Product_1541,reviewed_by,Customer_1238
Product_1986,complements,Product_1435
Product_1752,belongs_to_category,Books
Product_1841,complements,Product_96
Product_1789,bought_by,Customer_1952
Product_1275,complements,Product_1225
Product_421,similar_to,Product_1187
Product_1162,bought_by,Customer_1271
Product_1095,complements,Product_1761
Product_1824,similar_to,Product_1046
Product_1952,sold_by,Seller_209
Product_1886,complements,Product_1108
Product_1645,bought_by,Customer_1559
Product_280,similar_to,Product_1255
Product_273,belongs_to_category,Grocery
Product_543,bought_by,Customer_157
Product_1137,sold_by,Seller_118
Product_1203,sold_by,Seller_107
Product_699,complements,Product_1509
Product_1251,belongs_to_category,Electronics
Product_207,belongs_to_category,Sports
Product_1032,sold_by,Seller_253
Product_935,reviewed_by,Customer_1190
Product_1161,bought_by,Customer_1827
Product_427,reviewed_by,Customer_1226
Product_1182,similar_to,Product_1955
Product_1074,similar_to,Product_1208
Product_71,similar_to,Product_518
Product_24,reviewed_by,Customer_1617
Product_1058,reviewed_by,Customer_1724
Product_1881,sold_by,Seller_55
Product_128,complements,Product_1
Product_537,sold_by,Seller_498
Product_360,bought_by,Customer_280
Product_1670,bought_by,Customer_1243
Product_174,belongs_to_category,Home
Product_1713,bought_by,Customer_1090
Product_1338,complements,Product_1339
Product_1370,belongs_to_category,Home
Product_371,similar_to,Product_1479
Product_1687,reviewed_by,Customer_1585
Product_1771,belongs_to_category,Grocery
Product_1793,bought_by,Customer_292
Product_825,sold_by,Seller_245
Product_474,complements,Product_967
Product_365,reviewed_by,Customer_1900
Product_852,bought_by,Customer_337
Product_1176,belongs_to_category,Beauty
Product_998,sold_by,Seller_51
Product_1407,sold_by,Seller_325
Product_268,sold_by,Seller_93
Product_683,sold_by,Seller_333
Product_1054,reviewed_by,Customer_511
Product_386,complements,Product_658
Product_1344,reviewed_by,Customer_1304
Product_1521,similar_to,Product_704
Product_639,complements,Product_776
Product_364,reviewed_by,Customer_1560
Product_1533,reviewed_by,Customer_1562
Product_444,belongs_to_category,Fashion
Product_1252,reviewed_by,Customer_106
Product_1605,similar_to,Product_1380
Product_179,belongs_to_category,Sports
Product_1252,complements,Product_754
Product_1143,complements,Product_1578
Product_136,sold_by,Seller_127
Product_1580,reviewed_by,Customer_704
Product_1574,reviewed_by,Customer_1943
Product_1845,reviewed_by,Customer_464
Product_739,complements,Product_1565
Product_458,sold_by,Seller_474
Product_1533,similar_to,Product_1776
Product_1862,bought_by,Customer_1535
Product_474,belongs_to_category,Electronics
Product_266,similar_to,Product_1081
Product_929,sold_by,Seller_63
Product_1027,reviewed_by,Customer_1506
Product_218,complements,Product_435
Product_1038,belongs_to_category,Home
Product_1852,similar_to,Product_1616
Product_1860,reviewed_by,Customer_144
Product_1047,sold_by,Seller_447
Product_1854,bought_by,Customer_1365
Product_967,complements,Product_1959
Product_1411,similar_to,Product_247
Product_1045,belongs_to_category,Grocery
Product_207,belongs_to_category,Beauty
Product_1368,similar_to,Product_797
Product_1327,bought_by,Customer_502
Product_719,complements,Product_362
Product_85,belongs_to_category,Fashion
Product_1649,complements,Product_1425
Product_869,sold_by,Seller_497
Product_204,sold_by,Seller_209
Product_1916,similar_to,Product_625
Product_58,complements,Product_1341
Product_1762,belongs_to_category,Books
Product_1477,sold_by,Seller_110
Product_343,sold_by,Seller_61
Product_1342,bought_by,Customer_916
Product_12,sold_by,Seller_360
Product_1612,sold_by,Seller_456
Product_426,reviewed_by,Customer_1209
Product_1680,similar_to,Product_253
Product_1131,bought_by,Customer_277
Product_1041,similar_to,Product_1620
Product_63,complements,Product_628
Product_894,complements,Product_1737
Product_1397,reviewed_by,Customer_1076
Product_236,similar_to,Product_1778
Product_1319,belongs_to_category,Beauty
Product_1232,bought_by,Customer_1694
Product_120,sold_by,Seller_294
Product_1890,bought_by,Customer_104
Product_436,belongs_to_category,Home
Product_1910,reviewed_by,Customer_307
Product_1425,similar_to,Product_1500
Product_20,bought_by,Customer_305
Product_723,sold_by,Seller_423
Product_321,reviewed_by,Customer_97
Product_1923,reviewed_by,Customer_647
Product_1721,reviewed_by,Customer_971
Product_1572,complements,Product_1578
Product_153,complements,Product_964
Product_688,complements,Product_429
Product_1517,belongs_to_category,Grocery
Product_1854,reviewed_by,Customer_965
Product_751,complements,Product_31
Product_1001,bought_by,Customer_1215
Product_78,belongs_to_category,Sports
Product_1006,reviewed_by,Customer_1940
Product_1724,belongs_to_category,Sports
Product_170,sold_by,Seller_97
Product_265,similar_to,Product_1473
Product_938,belongs_to_category,Fashion
Product_640,sold_by,Seller_281
Product_1281,complements,Product_465
Product_1964,belongs_to_category,Home
Product_1692,sold_by,Seller_292
Product_714,complements,Product_1289
Product_1614,sold_by,Seller_153
Product_1353,belongs_to_category,Fashion
Product_1012,bought_by,Customer_609
Product_1290,sold_by,Seller_470
Product_1038,bought_by,Customer_1271
Product_106,bought_by,Customer_1822
Product_453,complements,Product_307
Product_1673,belongs_to_category,Books
Product_1247,reviewed_by,Customer_1300
Product_87,complements,Product_46
Product_788,complements,Product_349
Product_863,complements,Product_1167
Product_970,similar_to,Product_1122
Product_1803,reviewed_by,Customer_813
Product_1321,complements,Product_832
Product_1167,reviewed_by,Customer_999
Product_526,similar_to,Product_604
Product_234,sold_by,Seller_363
Product_378,belongs_to_category,Beauty
Product_275,sold_by,Seller_480
Product_836,reviewed_by,Customer_129
Product_1781,similar_to,Product_1101
Product_393,sold_by,Seller_131
Product_1527,reviewed_by,Customer_590
Product_703,reviewed_by,Customer_1002
